MÓDULO;CRITÉRIOS;AVISO / ERRO;NÚMERO;MENSAGEM;TABELA;NATUREZA REGRA;ENTIDADES
Tesouraria;PARTE 1. Se a soma de (vlCredito) do conjunto (idPessoa, cdClasse+cdGrupo+cdSubGrupo+cdTitulo+cdSubTitulo+cdItem+cdSubItem+cdNivel8+cdNivel9+cdNivel10+cdNivel11+cdNivel12, mês e ano de processamento = mês/ano de trabalho)   da tabela (MovimentoMensalContaBancaria) FOR <> PARTE 2. da soma de   (vlCredito) do mesmo conjunto (idPessoa, cdClasse+cdGrupo+cdSubGrupo+cdTitulo+cdSubTitulo+cdItem+cdSubItem+cdNivel8+cdNivel9+cdNivel10+cdNivel11+cdNivel12, mês e ano de processamento = mês/ano de trabalho)   da tabela (MovimentoContabilMensal) a mensagem deve ser executada. OBS. Esta regra deve retornar somente a partir do primeiro select.;ERRO;5473;A soma de (vlCredito) da Conta Contábil nº   xxxxxxxxxxxxxx(Classe até cdNivel12) de R$- 0.00 declarada na tabela (MovimentoMensalContaBancaria) no mês MM/AAAA, não mantém correspondência com a soma de (vlCredito) de R$- 0.00 existente para a mesma conta e período na tabela (MovimentoContabilMensal).;MovimentoMensalContaBancaria;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Tesouraria;PARTE 1. Se a soma de (vlDebito) do conjunto (idPessoa,  mês e ano de processamento = mês/ano de trabalho)  da tabela (MovimentoMensalContaBancaria) for <> PARTE 2. da soma de  (vlDebito) do conjunto (idPessoa, mês e ano de processamento = mês/ano de trabalho) da tabela (MovimentoDiarioContaBancaria) (MAIS) a soma de  (vlDebito) do conjunto (idPessoa, mês e ano de processamento = mês/ano de trabalho) da tabela (EstornoMovimentoDiarioContaBancaria) a mensagem deve ser executada.;ERRO;5474;A soma de (vlDebito) de R$- 0.00 declarada na tabela (MovimentoMensalContaBancaria) no mês de trabalho MM/AAAA não mantém correspondência com a soma dos Débitos (vlDebito) de R$- 0.00 informado nas tabelas (MovimentoDiarioContaBancaria e EstornoMovimentoDiarioContaBancaria) para o referido mês e ano.;MovimentoMensalContaBancaria;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Tesouraria;PARTE 1. Se a soma de (vlCredito) do conjunto (idPessoa,  mês e ano de processamento = mês/ano de trabalho)  da tabela (MovimentoMensalContaBancaria) for <> PARTE 2. da soma de  (vlCredito) do conjunto (idPessoa, mês e ano de processamento = mês/ano de trabalho) da tabela (MovimentoDiarioContaBancaria) (MAIS) a soma de  (vlCredito) do conjunto (idPessoa, mês e ano de processamento = mês/ano de trabalho) da tabela (EstornoMovimentoDiarioContaBancaria) a mensagem deve ser executada.;ERRO;5475;A soma de (vlCredito) de R$- 0.00 declarada na tabela (MovimentoMensalContaBancaria) no mês de trabalho MM/AAAA não mantém correspondência com a soma dos Créditos (vlCredito) de R$- 0.00 informado nas tabelas (MovimentoDiarioContaBancaria e EstornoMovimentoDiarioContaBancaria) para o referido mês e ano.;MovimentoMensalContaBancaria;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Tributário;Se a soma de (vlOperacao) do conjunto (idPessoa, mês e ano de processamento = mês/ano de trabalho) da tabela (EstornoDiarioArrecadacao) for <> da soma de (vlOperacao) do conjunto (idPessoa e mês e ano de processamento = mês/ano de trabalho) da tabela (EstornoRealizacaoMensalReceitaFonte) a mensagem deve ser executada.;ERRO;5479;A soma dos estornos de R$- 0.00 declarada na tabela (EstornoDiarioArrecadacao) no mês MM/AAAA, não mantém correspondência com a soma dos estornos da realização da receita de R$- 0.00 informada na tabela (EstornoRealizacaoMensalReceitaFonte) para o referido mês e ano de trabalho.;EstornoDiarioArrecadacao;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Secretaria e Organização Social.
Tabelas Cadastrais;Se o conjunto (idPessoa, nrAno = 2012, nrBimestre = 6 e dsStatus = 'Aceito') não existir na tabela (ammPainel) desde que a entidade exista na tabela (pe.PrestaContas)  com dtFim anterior a 01.01.2013, a regra deve ser executada impossibilitando o fechamento da remessa de abertura de 2013.;ERRO;5481;A entidade não declarou os dados do 6º Bimestre de 2012, portanto, não poderá fazer o fechamento da remessa de abertura do ano de 2013.;TabelasCadastrais;Abertura do Exercício, exclusiva para 2013;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Obras Públicas;Todo conjunto (idPessoa, cdBem) declarado na tabela  (IntervencaoXBem) deve possuir um conjunto correspondente, na tabela (Bem) com (idTipoNaturezaBem) = 2.;ERRO;5482;O conjunto (idPessoa = XXXXX e cdBem = XXXXX), vinculado a uma intervenção, não corresponde a um bem imóvel, na tabela (Bem).;IntervencaoXBem;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;Toda ação (idPessoa, cdAcao) vinculada a uma intervenção (idPessoa, cdIntervencao, nrAnoIntervencao), através da tabela (AcaoXIntervencao), deve ter conjunto correspondente, na tabela (MovimentoAcao), cadastrado com (idNaturezaAcao) = 1 ou 99.;ERRO;5483;"A Ação (idPessoa = XXXXX, cdAcao = XXXXX) vinculada a uma intervenção, não possui ""Obra"" ou ""Outras Naturezas"" como Natureza da Ação.";AcaoXIntervencao;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;Para cada Acompanhamento (idPessoa, cdIntervencao, nrAnoIntervencao, idOrigemAcompanhamento, nrAcompanhamento) com (idOrigemAcompanhamento) = 1 e (idTipoAcompanhamento) = 1,  deve haver um conjunto correspondente na tabela (Medicao). ;ERRO;5484;Não foram apresentadas, na tabela (Medicao), as informações da medição para o acompanhamento (idPessoa = XXXXX, cdIntervencao = XXXXX, nrAnoIntervencao = XXXXX, idOrigemAcompanhamento = XXXXX, nrAcompanhamento = XXXXX). ;Medicao;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;Para cada Acompanhamento (idPessoa, cdIntervencao, nrAnoIntervencao, idOrigemAcompanhamento, nrAcompanhamento) com (idOrigemAcompanhamento) = 1 e (idTipoAcompanhamento) = 2,  deve haver um conjunto correspondente na tabela (Paralisacao). ;ERRO;5485;Não foi apresentado, na tabela (Paralisacao), Motivo de Paralisação para o acompanhamento (idPessoa = XXXXX, cdIntervencao = XXXXX, nrAnoIntervencao = XXXXX, idOrigemAcompanhamento = XXXXX, nrAcompanhamento = XXXXX). ;Paralisacao;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;"Considerando todo empenho (idPessoa, nrEmpenho, nrAnoEmpenho, idOrigemEmpenho) cadastrado no mês anterior, quando este possuir: 1) (cdElemento) = 51, (nrAnoEmpenho) > 2012 e (vlEmpenho) > R$ 15.000,00; OU 2) (cdElemento) = 51 e estiver cadastrado na tabela (EmpenhoXLicitação); OU 3) (cdElemento) = 51 e estiver cadastrado na tabela (EmpenhoXContrato),  deve haver conjunto correspondente na tabela (EmpenhoXIntervencao), cadastrado no mês anterior ou vigente. Exceção: empenho cujo valor (vlEmpenho) da tabela (Empenho) (MENOS) (vlEstorno) da tabela (EstornoEmpenho) (MAIS) (vlReversao) da tabela (ReversaoEstornoEmpenho) do empenho (idPessoa, nrEmpenho, nrAnoEmpenho, idOrigemEmpenho) é igual a 0.";ERRO;5486;O empenho (idPessoa = XXXXX, nrEmpenho  = XXXXX, nrAnoEmpenho  = XXXXX, idOrigemEmpenho = XXXXX) possui (cdElemento) = 51 e não foi cadastrado na tabela (EmpenhoXIntervencao).;EmpenhoXIntervencao;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;Para cada Intervenção (idPessoa, cdIntervencao, nrAnoIntervencao) com (nrAnoIntervencao) > 2012, deve haver um conjunto correspondente na tabela (EmpenhoXIntervencao). Não aplicável para empresas públicas e de economia mista não dependentes.;ERRO;5487;Não foi apresentado, na tabela (EmpenhoXIntervencao), empenho para a Intervenção (idPessoa = XXXXX, cdIntervencao = XXXXX, nrAnoIntervencao = XXXXX). ;Intervencao;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Obras Públicas;Para cada Intervenção (idPessoa, cdIntervencao, nrAnoIntervencao)  com (nrAnoIntervencao) >= 2013, só é permitido o cadastro de acompanhamento com (idTipoAcompanhamento) = 4 se o (vlEmpenho) da tabela (Empenho) (MENOS) (vlEstorno) da tabela (EstornoEmpenho) (MAIS) (vlReversao) da tabela (ReversaoEstornoEmpenho) do empenho (idPessoa, nrEmpenho, nrAnoEmpenho, idOrigemEmpenho) vinculado, através da tabela (EmpenhoXIntervencao), for igual a 0.;ERRO;5488;A intervenção (idPessoa = XXXXX, cdIntervencao = XXXXX, nrAnoIntervencao = XXXXX) não pode ser cancelada pois está vinculada a um empenho válido.;Acompanhamento;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;"Considerada a tabela (AssociacaoIntervencaoAnterior) e (ammEmpenho), para cada Intervenção (idPessoa, cdIntervencao, nrAnoIntervencao) só é permitido o cadastro de acompanhamento com (idTipoAcompanhamento) = 4 se o (vlEmpenho) da tabela (Empenho) (MENOS) (vlEstorno) da tabela (EstornoEmpenho) (MAIS) (vlReversao) da tabela (ReversaoEstornoEmpenho) do empenho (idPessoa, nrEmpenho, nrAnoEmpenho, idOrigemEmpenho) vinculado à intervenção no SIM-AM 2012, através da tabela (ammEmpenho) e migrado para o SIM-AM 2013, for igual a 0. Caso o empenho não conste no SIM-AM 2013, só é permitido o cadastro de acompanhamento com (idTipoAcompanhamento) = 4 se a soma de (vlEmpenho) do conjunto (idPessoa, nrEmpenho, nrAnoEmpenho, cdLocalidade e cdIntervencao) da tabela (ammEmpenho) (MENOS) a soma de (vlEstorno) do conjunto (idPessoa, nrEmpenho, nrAno, cdLocalidade e cdIntervencao) da tabela (EstornoEmpenho) (MENOS) a soma de (vlBaixado + vlRetencao) do conjunto (idPessoa,  nrEmpenho, nrAnoEmpenho,  cdLocalidade, cdIntervencao  e tpBaixa = ""C"") da tabela (ammBaixaDeRAP) (MAIS) a soma de (vlEstorno + vlRetencao) do conjunto (idPessoa,  nrEmpenho, nrAnoEmpenho, cdLocalidade e cdIntervencao) da tabela (ammEstornoBaixaDeRAP) cujos estornos tenham (idTipoBaixa = ""C"") FOR igual a 0.";ERRO;5489;A intervenção (idPessoa = XXXXX, cdIntervencao = XXXXX, nrAnoIntervencao = XXXXX) não pode ser cancelada pois está vinculada a um empenho válido.;Acompanhamento;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;Se a intervenção (idPessoa, cdIntervencao, nrAnoIntervencao) tiver um acompanhamento com (idTipoAcompanhamento) = 4, não é possível reverter o estorno do  empenho ao qual esta intervenção foi vinculada através da tabela (EmpenhoXIntervencao).;ERRO;5490;O estorno do empenho (idPessoa = XXXXX, nrEmpenho = XXXXX, nrAnoEmpenho = XXXXX, idOrigemEmpenho = XXXXX) não pode sofrer reversão, pois a intervenção a que ele estava vinculado foi cancelada.;EmpenhoXIntervencao;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;Se a intervenção (idPessoa, cdIntervencao, nrAnoIntervencao) tiver um acompanhamento com (idTipoAcompanhamento) = 4, não é possível cadastrá-la novamente na tabela (EmpenhoXIntervencao).;ERRO;5491;O empenho (idPessoa = XXXXX, nrEmpenho = XXXXX, nrAnoEmpenho = XXXXX, idOrigemEmpenho = XXXXX) não pode ser vinculado à intervenção (idPessoa = XXXXX, cdIntervencao = XXXXX, nrAnoIntervencao = XXXXX), pois ela foi cancelada.;Acompanhamento;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;Para cada Medição (idPessoa, cdIntervencao, nrAnoIntervencao, idOrigemAcompanhamento, nrAcompanhamento) com (idOrigemAcompanhamento) = 1 e (idTipoMedicao) = 1,  deve haver um conjunto correspondente na tabela (ExecucaoIndiretaContrato). ;ERRO;5492;Não foi apresentado, na tabela (ExecucaoIndiretaContrato), o contrato da medição (idPessoa = XXXXX, cdIntervencao = XXXXX, nrAnoIntervencao = XXXXX, idOrigemAcompanhamento = XXXXX, nrAcompanhamento = XXXXX). ;ExecucaoIndiretaContrato;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;Para cada Medição (idPessoa, cdIntervencao, nrAnoIntervencao, idOrigemAcompanhamento, nrAcompanhamento) com (idOrigemAcompanhamento) = 1 e (idTipoMedicao) = 2,  deve haver um conjunto correspondente na tabela (ExecucaoIndiretaAditivo). ;ERRO;5493;Não foi apresentado, na tabela (ExecucaoIndiretaAditivo), o aditivo da medição (idPessoa = XXXXX, cdIntervencao = XXXXX, nrAnoIntervencao = XXXXX, idOrigemAcompanhamento = XXXXX, nrAcompanhamento = XXXXX). ;ExecucaoIndiretaAditivo;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;Na tabela (Medicao), quando existir  conjunto (idPessoa, cdIntervencao, nrAnoIntervencao, idTipoMedicao e nrPercentualFisicoMedicao) repetido, com (idTipoMedicao) = 3, executar a mensagem de aviso. Esta regra compara medições com o mesmo percentual físico quando pelo menos uma das medições foi cadastrada no mês e ano de trabalho.;AVISO;5494;Já existe (nrPercentualFisicoMedicao) = XXXXX para Execução Direta da Intervenção  (idPessoa = XXXXX, cdIntervencao = XXXXX, nrAnoIntervencao = XXXXX).;Acompanhamento;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;Na tabela (Medicao), quando existir  conjunto (idPessoa, cdIntervencao, nrAnoIntervencao, idTipoMedicao e nrPercentualFisicoMedicao) repetido, com (idTipoMedicao) = 1, verificar, através do conjunto (idPessoa, cdIntervencao, nrAnoIntervencao, idOrigemAcompanhamento e nrAcompanhamento), na tabela (ExecucaoIndiretaContrato), se os acompanhamentos se referem ao mesmo contrato (idPessoa, cdIntervencao, nrAnoIntervencao, idOrigemAcompanhamento, nrAcompanhamento, idTipoAtoContrato, idTipoOrigemContrato, nrContrato, nrAnoContrato, nrCNPJOrigem). Caso sim, executar a mensagem de aviso. Esta regra compara medições com o mesmo percentual físico quando pelo menos uma das medições foi cadastrada no mês e ano de trabalho.;AVISO;5495;Já existe (nrPercentualFisicoMedicao) = XXXXX para o Contrato (idPessoa = XXXXX, idTipoAtoContrato = XXXXX, idTipoOrigemContrato = XXXXX, nrContrato = XXXXX, nrAnoContrato = XXXXX e nrCNPJOrigem = XXXXX) da Intervenção  (idPessoa = XXXXX, cdIntervencao = XXXXX, nrAnoIntervencao = XXXXX).;Acompanhamento;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;Na tabela (Medicao), quando existir  conjunto (idPessoa, cdIntervencao, nrAnoIntervencao, idTipoMedicao e nrPercentualFisicoMedicao) repetido, com (idTipoMedicao) = 2, verificar, através do conjunto (idPessoa, cdIntervencao, nrAnoIntervencao, idOrigemAcompanhamento e nrAcompanhamento), na tabela (ExecucaoIndiretaAditivo), se os acompanhamentos se referem a um mesmo aditivo (idPessoa, cdIntervencao, nrAnoIntervencao, idOrigemAcompanhamento, nrAcompanhamento, idTipoAtoContrato, idTipoOrigemContrato, nrContrato, nrAnoContrato, nrCNPJOrigem, nrAditivoContrato, nrAnoAditivoContrato). Caso sim, executar a mensagem de aviso. Esta regra compara medições com o mesmo percentual físico quando pelo menos uma das medições foi cadastrada no mês e ano de trabalho.;AVISO;5496;Já existe (nrPercentualFisicoMedicao) = XXXXX para o Aditivo (idPessoa = XXXXX, idTipoAtoContrato = XXXXX, idTipoOrigemContrato = XXXXX, nrContrato = XXXXX, nrAnoContrato = XXXXX, nrCNPJOrigem = XXXXX, nrAditivoContrato = XXXXX e nrAnoAditivoContrato = XXXXX) da Intervenção  (idPessoa = XXXXX, cdIntervencao = XXXXX, nrAnoIntervencao = XXXXX).;Acompanhamento;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;O contrato (idPessoa, idTipoAtoContrato, idTipoOrigemContrato, nrContrato, nrAnoContrato e nrCNPJOrigem) cadastrado para a intervenção (idPessoa, cdIntervencao, nrAnoIntervencao) na tabela (PlanilhaExecucaoIndiretaContrato)  deve corresponder a um contrato vinculado, na tabela (EmpenhoXContrato) ao empenho da mesma intervenção, tabela (EmpenhoXIntervencao). Não aplicável para empresas públicas e de economia mista não dependentes.;ERRO;5499;O contrato (idPessoa = XXXXX, idTipoAtoContrato = XXXXX, idTipoOrigemContrato = XXXXX, nrContrato = XXXXX, nrAnoContrato = XXXXX e nrCNPJOrigem = XXXXX) informado na tabela (PlanilhaExecucaoIndiretaContrato) não é um dos contratos vinculados à Intervenção (idPessoa = XXXXX, cdIntervencao = XXXXX, nrAnoIntervencao = XXXXX), através do empenho.;PlanilhaExecucaoIndiretaContrato;Movimento Mensal Normal;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Obras Públicas;"O (cdControleLeiAto) da tabela (PlanilhaOrcamento) deve estar vinculado, na tabela (LeiAto) a (cdControleDocumento) existente na Atoteca, com Assunto ""Obras e Serviços de Engenharia"".";ERRO;5500;"O Código do Documento (cdControleLeiAto) = XXXXX cadastrado na tabela (PlanilhaOrcamento) não corresponde a um código válido na Atoteca ou o assunto do Documento não é ""Obras e Serviços de Engenharia"". ";PlanilhaOrcamento;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;O (cdControleLeiAto) da tabela (PlanilhaOrcamento) deve estar vinculado, na tabela (LeiAto) a (idTipoDocumento) = 104, 105 ou 106.;ERRO;5501;"O Código do Documento (cdControleLeiAto) = XXXXX cadastrado na tabela (PlanilhaOrcamento) não está vinculado, na tabela (LeiAto), a Orçamento base (execução direta) ou do edital (execução indireta); Planilha Orçamentária Contratada ou Planilha Orçamentária Aditivo.";PlanilhaOrcamento;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;"O (cdControleLeiAto) da tabela (DocumentoAcompanhamento) deve estar vinculado, na tabela (LeiAto) a (cdControleDocumento) existente na Atoteca, com Assunto ""Obras e Serviços de Engenharia"".";ERRO;5502;"O Código do Documento (cdControleLeiAto) = XXXXX cadastrado na tabela (DocumentoAcompanhamento) não corresponde a um código válido na Atoteca ou o assunto do Documento não é ""Obras e Serviços de Engenharia"". ";DocumentoAcompanhamento;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;O (cdControleLeiAto) da tabela (DocumentoAcompanhamento) deve estar vinculado, na tabela (LeiAto) a (idTipoDocumento) = 107, 108, 109 ou 110.;ERRO;5503;"O Código do Documento (cdControleLeiAto) = XXXXX cadastrado na tabela (DocumentoAcompanhamento) não está vinculado, na tabela (LeiAto) a Termo de Paralisação; Termo(s) de Recebimento Definitivo; Medição ou Justificativa para Cancelamento ou Cadastro Indevido de Intervenção.";DocumentoAcompanhamento;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;Todo detalhe de gasto estatal (idPessoa, nrDetalhe, nrAnoDetalhe) cadastrado com (idTipoGastoEstatal) = 1 na tabela (DetalheGastoEstatal) deve ter um conjunto correspondente na tabela (GastoEstatalXIntervencao).;ERRO;5504;O detalhe do gasto estatal (idPessoa = XXXXX, nrDetalhe  = XXXXX, nrAnoDetalhe  = XXXXX) possui (idTipoGastoEstatal) = 1 e não foi cadastrado na tabela (GastoEstatalXIntervencao).;GastoEstatalXIntervencao;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;Quando, para uma mesma Intervenção (idPessoa, cdIntervencao, nrAnoIntervencao) houver cadastro de acompanhamento com (nrAcompanhamento) sequencial e (idTipoAcompanhamento) = 2, verificar, através do conjunto (idPessoa, cdIntervencao, nrAnoIntervencao, idOrigemAcompanhamento e nrAcompanhamento), na tabela (Paralisacao), se o (idMotivoParalisacao) é igual. Caso não, executar a mensagem de aviso.;AVISO;5505;O Motivo de Paralisação informado para a Intervenção  (idPessoa = XXXXX, cdIntervencao = XXXXX, nrAnoIntervencao = XXXXX) não é o mesmo do último Acompanhamento. Verificar se os Documentos do Acompanhamento retratam o motivo alegado.;Acompanhamento;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;Se a Entidade não enviar nenhum registro novo para as tabelas (Intervencao) ou (Acompanhamento) no mês, executar a mensagem de aviso. Válido apenas para  Prefeitura.;AVISO;5506;Não há nenhum novo registro na tabela (Intervenção) ou (Acompanhamento) no mês. Verificar se nenhuma obra foi iniciada ou medida no Município.;Intervencao;Movimento Mensal Normal;Prefeitura
Obras Públicas;Quando for cadastrado, no mês e ano de trabalho, um acompanhamento com (idTipoAcompanhamento) = 5 para a intervenção (idPessoa, cdIntervencao, nrAnoIntervencao), executar a mensagem de aviso.;AVISO;5507;Foi informado que a Intervenção (idPessoa = XXXXX, cdIntervencao = XXXXX, nrAnoIntervencao = XXXXX) foi cadastrada indevidamente. Após o fechamento do mês, nenhum acompanhamento poderá ser cadastrado para esta intervenção.;Acompanhamento;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Obras Públicas;Para cada Intervenção (idPessoa, cdIntervencao, nrAnoIntervencao) só é permitido o cadastro de acompanhamento com (idTipoAcompanhamento) = 4 se o acompanhamento anterior tiver (idTipoAcompanhamento) = 1 E (nrPercentualFisicoMedicao) = 0, na tabela (Medicao) OU (idTipoAcompanhamento) = 2 OU (idTipoAcompanhamento) = 1 E (nrPercentualFisicoMedicao) =  0 MAIS (idTipoAcompanhamento) = 2 OU não houver acompanhamento anterior.;ERRO;5509;O cancelamento da intervenção  (idPessoa = XXXXX, cdIntervencao = XXXXX e nrAnoIntervencao = XXXXX) não pode ser cadastrado, pois esta intervenção já possui percentual medido.;Acompanhamento;Movimento Mensal Normal;Todas, exceto Secretaria e Organização Social.
Contábil;Se o conjunto (idPessoa, nrEmpenho, nrAnoEmpenho, nrAnoInclusao = 2013 e vlProcessado  > 0.00) existir na tabela (ammRestosAPagar) a regra deve exigir que o referido conjunto seja declarado na tabela (InscricaoRAP).;ERRO;5511;O Empenho nº xxxxx/aaaa de Restos a Pagar Processados no valor de R$- 0.00 não foi declarado na tabela (InscricaoRAP) ou foi declarado com valor diverso.;InscricaoRAP;Abertura do Exercício, exclusiva para 2013;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Contábil;Se o conjunto (idPessoa, nrEmpenho, nrAnoEmpenho, nrAnoInclusao = 2013 e vlNaoProcessado  > 0.00) existir na tabela (ammRestosAPagar) a regra deve exigir que o referido conjunto seja declarado na tabela (InscricaoRAP).;ERRO;5512;O Empenho nº xxxxx/aaaa de Restos a Pagar Não Processados no valor de R$- 0.00 não foi declarado na tabela (InscricaoRAP) ou foi declarado com valor diverso.;InscricaoRAP;Abertura do Exercício, exclusiva para 2013;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Licitações;Se o conjunto (idPessoa, nrLicitacao, cdModalidadeLicitacao, nrLicitacao, nrAnoInclusao = 2012, flSituacaoLicitacao = 'S' e nrBimestreInclusao = 6) existir na tabela (ammLicitacao) a regra deve exigir que o conjunto (idPessoa, nrLicitacao, idModalidadeLicitacao e nrAnoLicitacao) exista na tabela (Licitacao).;ERRO;5513;A Licitação nº xxxxx/aaaa - Modalidade nº xxxx, existe na tabela (ammLicitacao) do SIM-AM 2012 com aplicação para 2013 e não existe na tabela (Licitacao) do SIM-AM 2013.;Licitacao;Abertura do Exercício, exclusiva para 2013;Todas, exceto Secretaria e Organização Social.
Controle Interno;PARTE 1. Se (nrQuantidadeInicial) do conjunto (idPessoa, idTipoCategoriaObjetoDespesa = 1, idTipoObjetoDespesa = 1, nrMês/nrAno de Processamento = 0) declarado na tabela (EstoqueCombustivel) for <> PARTE 2. de (QteEstoqueFinal) do conjunto (idPessoa, tpCombustivel = 2, nrBimestreInclusao = 0 e nrAnoInclusao = 2013) da tabela (ammEstoqueCombustivel) a mensagem deve ser executada.;ERRO;5522;O Estoque de GASOLINA de 0.000 litros declarado no campo (nrQuantidadeInicial) da tabela (EstoqueCombustivel) na ABERTURA DO EXERCÍCIO DE 2013, não mantém correspondência com o Estoque Final de 0.000 litros, declarado no 6º Bimestre/2012. ;EstoqueCombustivel;Abertura do Exercício, exclusiva para 2013;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Controle Interno;PARTE 1. Se (nrQuantidadeInicial) do conjunto (idPessoa, idTipoCategoriaObjetoDespesa = 1, idTipoObjetoDespesa = 2, Mês e Ano de Processamento = 0/2013) declarado na tabela (EstoqueCombustivel) for <> PARTE 2. de (QteEstoqueFinal) do conjunto (idPessoa, tpCombustivel = 1, nrBimestreInclusao = 0 e nrAnoInclusao = 2013) da tabela (ammEstoqueCombustivel) a mensagem deve ser executada.;ERRO;5523;O Estoque de ETANOL de 0.000 litros declarado no campo (nrQuantidadeInicial) da tabela (EstoqueCombustivel) na ABERTURA DO EXERCÍCIO DE 2013, não mantém correspondência com o Estoque Final de 0.000 litros, declarado no 6º Bimestre/2012. ;EstoqueCombustivel;Abertura do Exercício, exclusiva para 2013;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Controle Interno;PARTE 1. Se (nrQuantidadeInicial) do conjunto (idPessoa, idTipoCategoriaObjetoDespesa = 1, idTipoObjetoDespesa = 3, Mês e Ano de Processamento = 0/2013) declarado na tabela (EstoqueCombustivel) for <> PARTE 2. de (QteEstoqueFinal) do conjunto (idPessoa, tpCombustivel = 3, nrBimestreInclusao = 0 e nrAnoInclusao = 2013) da tabela (ammEstoqueCombustivel) a mensagem deve ser executada.;ERRO;5524;O Estoque de DIESEL de 0.000 litros declarado no campo (nrQuantidadeInicial) da tabela (EstoqueCombustivel) na ABERTURA DO EXERCÍCIO DE 2013, não mantém correspondência com o Estoque Final de 0.000 litros, declarado no 6º Bimestre/2012. ;EstoqueCombustivel;Abertura do Exercício, exclusiva para 2013;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
Controle Interno;PARTE 1. Se (nrQuantidadeInicial) do conjunto (idPessoa, idTipoCategoriaObjetoDespesa = 1, idTipoObjetoDespesa = 4, Mês e Ano de Processamento = 0/2013) declarado na tabela (EstoqueCombustivel) for <> PARTE 2. de (QteEstoqueFinal) do conjunto (idPessoa, tpCombustivel = 4, nrBimestreInclusao = 0 e nrAnoInclusao = 2013) da tabela (ammEstoqueCombustivel) a mensagem deve ser executada.;ERRO;5525;O Estoque de BIODIESEL de 0.000 litros declarado no campo (nrQuantidadeInicial) da tabela (EstoqueCombustivel) na ABERTURA DO EXERCÍCIO DE 2013, não mantém correspondência com o Estoque Final de 0.000 litros, declarado no 6º Bimestre/2012. ;EstoqueCombustivel;Abertura do Exercício, exclusiva para 2013;Todas, exceto Empresa Pública Municipal, Sociedade de Economia Mista Municipal, Fundação Pública de Direito Privado, Secretaria e Organização Social.
